,ORD_NO,VehicleID,Sequence,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered,Method
26,Null,VEH_621,1,O_326,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,1
27,20230501B468169_001,VEH_621,2,D_109,2023-05-01 01:51,0,60,2023-05-01 02:51,Yes,
28,20230501B468328_001,VEH_621,3,D_109,2023-05-01 01:51,0,60,2023-05-01 02:51,Yes,
29,20230501B467472_001,VEH_621,4,D_109,2023-05-01 01:51,0,60,2023-05-01 02:51,Yes,
30,Null,VEH_620,1,O_326,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,1
31,MF2305176319073,VEH_620,2,D_1593,2023-05-01 00:00,0,60,2023-05-01 01:00,Yes,
32,MF2305176319069,VEH_620,3,D_1593,2023-05-01 00:00,0,60,2023-05-01 01:00,Yes,
33,Null,VEH_619,1,O_326,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,1
34,MF2305176319077,VEH_619,2,D_1593,2023-05-01 00:00,0,60,2023-05-01 01:00,Yes,
35,MF2305176319065,VEH_619,3,D_1593,2023-05-01 00:00,0,60,2023-05-01 01:00,Yes,
36,Null,VEH_926,1,O_603,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,1
37,20230501B468234_001,VEH_926,2,D_1,2023-05-01 01:26,0,60,2023-05-01 02:26,Yes,
38,20230501B467162_001,VEH_926,3,D_1,2023-05-01 01:26,0,60,2023-05-01 02:26,Yes,
39,Null,VEH_925,1,O_603,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,1
40,20230501B468179_001,VEH_925,2,D_109,2023-05-01 01:51,0,60,2023-05-01 02:51,Yes,
41,20230501B468238_001,VEH_925,3,D_109,2023-05-01 01:51,0,60,2023-05-01 02:51,Yes,
42,Null,VEH_93,1,O_11,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,2
43,Null,VEH_93,2,O_179,2023-05-01 01:01, , ,2023-05-01 01:01,Null,
44,20230501B468139_001,VEH_93,3,D_1,2023-05-01 01:49,0,60,2023-05-01 02:49,Yes,
45,20230501B464859_001,VEH_93,4,D_1,2023-05-01 01:49,0,60,2023-05-01 02:49,Yes,
46,Null,VEH_401,1,O_179,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,2
47,Null,VEH_401,2,O_629,2023-05-01 00:54, , ,2023-05-01 00:54,Null,
48,20230501B467844_001,VEH_401,3,D_1,2023-05-01 01:58,0,60,2023-05-01 02:58,Yes,
49,20230501B468077_001,VEH_401,4,D_1,2023-05-01 01:58,0,60,2023-05-01 02:58,Yes,
50,Null,VEH_312,1,O_144,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,2
51,20230501B467098_004,VEH_312,2,D_1,2023-05-01 00:15,0,60,2023-05-01 01:15,Yes,
52,Null,VEH_698,1,O_376,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,2
53,20230501B467848_001,VEH_698,2,D_1,2023-05-01 01:59,0,60,2023-05-01 02:59,Yes,
54,Null,VEH_676,1,O_352,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,2
55,20230501B468264_001,VEH_676,2,D_1,2023-05-01 01:07,0,60,2023-05-01 02:07,Yes,
56,Null,VEH_548,1,O_323,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,2
57,20230501B467908_001,VEH_548,2,D_1,2023-05-01 01:34,0,60,2023-05-01 02:34,Yes,
58,Null,VEH_701,1,O_376,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,2
59,20230501B468027_001,VEH_701,2,D_1,2023-05-01 01:59,0,60,2023-05-01 02:59,Yes,
60,Null,VEH_849,1,O_578,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,2
61,20230501B468059_001,VEH_849,2,D_1,2023-05-01 01:56,0,60,2023-05-01 02:56,Yes,
62,Null,VEH_351,1,O_174,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,2
63,20230501B468123_001,VEH_351,2,D_1,2023-05-01 01:47,0,60,2023-05-01 02:47,Yes,
64,Null,VEH_46,1,O_9,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,2
65,Null,VEH_46,2,O_174,2023-05-01 04:00, , ,2023-05-01 04:00,Null,
66,Null,VEH_46,3,O_50,2023-05-01 07:12, , ,2023-05-01 07:12,Null,
67,Null,VEH_46,4,O_123,2023-05-01 10:18, , ,2023-05-01 10:18,Null,
72,Null,VEH_400,1,O_179,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,2
73,Null,VEH_400,2,O_376,2023-05-01 02:32, , ,2023-05-01 02:32,Null,
74,Null,VEH_400,3,O_580,2023-05-01 05:14, , ,2023-05-01 05:14,Null,
75,Null,VEH_400,4,O_685,2023-05-01 09:58, , ,2023-05-01 09:58,Null,
80,Null,VEH_947,1,O_629,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,2
81,Null,VEH_947,2,O_144,2023-05-01 01:09, , ,2023-05-01 01:09,Null,
82,20230501B468085_003,VEH_947,3,D_109,2023-05-01 01:50,0,60,2023-05-01 02:50,Yes,
83,20230501B468102_001,VEH_947,4,D_109,2023-05-01 01:50,0,60,2023-05-01 02:50,Yes,
84,Null,VEH_399,1,O_179,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,2
85,Null,VEH_399,2,O_144,2023-05-01 00:54, , ,2023-05-01 00:54,Null,
86,20230501B468067_001,VEH_399,3,D_109,2023-05-01 01:34,0,60,2023-05-01 02:34,Yes,
87,20230501B468277_001,VEH_399,4,D_109,2023-05-01 01:34,0,60,2023-05-01 02:34,Yes,
88,Null,VEH_313,1,O_144,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,2
89,20230501B468674_001,VEH_313,2,D_109,2023-05-01 00:40,0,60,2023-05-01 01:40,Yes,
90,Null,VEH_700,1,O_376,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,2
91,20230501B467852_001,VEH_700,2,D_109,2023-05-01 01:45,0,60,2023-05-01 02:45,Yes,
92,Null,VEH_699,1,O_376,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,2
93,20230501B468031_001,VEH_699,2,D_109,2023-05-01 01:45,0,60,2023-05-01 02:45,Yes,
94,Null,VEH_618,1,O_326,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,2
95,20230501B468106_001,VEH_618,2,D_109,2023-05-01 01:51,0,60,2023-05-01 02:51,Yes,
96,Null,VEH_314,1,O_144,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,2
97,MF2305016190567,VEH_314,2,D_1211,2023-05-01 01:48,0,60,2023-05-01 02:48,Yes,
98,Null,VEH_315,1,O_144,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,2
99,MF2305016190559,VEH_315,2,D_1211,2023-05-01 01:48,0,60,2023-05-01 02:48,Yes,
100,Null,VEH_617,1,O_326,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,2
101,Null,VEH_617,2,O_448,2023-05-01 01:22, , ,2023-05-01 01:22,Null,
102,MF2305126290595,VEH_617,3,D_1405,2023-05-01 04:19,0,60,2023-05-01 05:19,Yes,
103,MF2305036201428,VEH_617,4,D_1405,2023-05-01 04:19,0,60,2023-05-01 05:19,Yes,
104,Null,VEH_176,1,O_50,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,2
105,MF2305116280524,VEH_176,2,D_1748,2023-05-01 00:54,0,60,2023-05-01 01:54,Yes,
106,MF2305116280542,VEH_176,3,D_1748,2023-05-01 00:54,0,60,2023-05-01 01:54,Yes,
107,Null,VEH_175,1,O_50,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,2
108,MF2305116279518,VEH_175,2,D_1748,2023-05-01 00:54,0,60,2023-05-01 01:54,Yes,
109,Null,VEH_174,1,O_50,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,2
110,MF2305116280560,VEH_174,2,D_1748,2023-05-01 00:54,0,60,2023-05-01 01:54,Yes,
111,Null,VEH_475,1,O_243,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,2
112,20230501B467884_001,VEH_475,2,D_184,2023-05-01 01:41,0,60,2023-05-01 02:41,Yes,
113,Null,VEH_197,1,O_62,2023-05-01 00:00,0, ,2023-05-01 00:00,Null,2
114,20230501B468216_001,VEH_197,2,D_184,2023-05-01 00:45,0,60,2023-05-01 01:45,Yes,
115,Null,VEH_45,1,O_9,2023-05-01 00:00, , ,2023-05-01 00:00,Null,3
116,M18385491,VEH_45,2,D_332,2023-05-01 00:49,0,60,2023-05-01 01:49,Yes,
117,MF2304276175993,VEH_45,3,D_1180,2023-05-01 02:33,0,60,2023-05-01 03:33,Yes,
118,Null,VEH_173,1,O_50,2023-05-01 00:00, , ,2023-05-01 00:00,Null,3
119,MF2305116280021,VEH_173,2,D_1236,2023-05-01 01:05,0,60,2023-05-01 02:05,Yes,
120,Null,VEH_172,1,O_50,2023-05-01 00:00, , ,2023-05-01 00:00,Null,3
121,MF2305116280014,VEH_172,2,D_1964,2023-05-01 01:01,0,60,2023-05-01 02:01,Yes,
122,Null,VEH_201,1,O_62,2023-05-01 00:00, , ,2023-05-01 00:00,Null,3
123,M18384924,VEH_201,2,D_268,2023-05-01 00:27,0,60,2023-05-01 01:27,Yes,
124,M18385505,VEH_201,3,D_352,2023-05-01 03:37,0,60,2023-05-01 04:37,Yes,
125,Null,VEH_326,1,O_144,2023-05-01 00:00, , ,2023-05-01 00:00,Null,3
126,M18385429,VEH_326,2,D_310,2023-05-01 01:44,0,60,2023-05-01 02:44,Yes,
127,MF2305036206448,VEH_326,3,D_1473,2023-05-01 05:06,0,60,2023-05-01 06:06,Yes,
128,M18385453,VEH_326,4,D_326,2023-05-01 07:14,0,60,2023-05-01 08:14,Yes,
129,Null,VEH_325,1,O_144,2023-05-01 00:00, , ,2023-05-01 00:00,Null,3
130,MF2305036206456,VEH_325,2,D_1474,2023-05-01 01:35,0,60,2023-05-01 02:35,Yes,
131,Null,VEH_398,1,O_179,2023-05-01 00:00, , ,2023-05-01 00:00,Null,3
132,MF2305016190961,VEH_398,2,D_1216,2023-05-01 02:30,0,60,2023-05-01 03:30,Yes,
133,MF2305056258355,VEH_398,3,D_1595,2023-05-01 08:12,0,60,2023-05-01 09:12,Yes,
134,Null,VEH_616,1,O_326,2023-05-01 00:00, , ,2023-05-01 00:00,Null,3
135,MF2305126290559,VEH_616,2,D_2003,2023-05-01 00:27,0,60,2023-05-01 01:27,Yes,
136,MF2305126290575,VEH_616,3,D_2007,2023-05-01 02:40,0,60,2023-05-01 03:40,Yes,
137,MF2305316392523,VEH_616,4,D_2866,2023-05-01 04:09,0,60,2023-05-01 05:09,Yes,
138,Null,VEH_615,1,O_326,2023-05-01 00:00, , ,2023-05-01 00:00,Null,3
139,MF2305126290567,VEH_615,2,D_2004,2023-05-01 00:51,0,60,2023-05-01 01:51,Yes,
140,MF2305126290587,VEH_615,3,D_1597,2023-05-01 02:20,0,60,2023-05-01 03:20,Yes,
141,Null,VEH_675,1,O_352,2023-05-01 00:00, , ,2023-05-01 00:00,Null,3
142,MF2305036205372,VEH_675,2,D_1378,2023-05-01 01:38,0,60,2023-05-01 02:38,Yes,
143,MF2305036205380,VEH_675,3,D_1442,2023-05-01 04:19,0,60,2023-05-01 05:19,Yes,
144,MF2305036206350,VEH_675,4,D_1472,2023-05-01 05:49,0,60,2023-05-01 06:49,Yes,
145,Null,VEH_697,1,O_376,2023-05-01 00:00, , ,2023-05-01 00:00,Null,3
146,MF2305186334071,VEH_697,2,D_2233,2023-05-01 02:26,0,60,2023-05-01 03:26,Yes,
147,MF2305026196633,VEH_697,3,D_1282,2023-05-01 07:01,0,60,2023-05-01 08:01,Yes,
148,Null,VEH_769,1,O_448,2023-05-01 00:00, , ,2023-05-01 00:00,Null,3
149,MF2305266367789,VEH_769,2,D_2648,2023-05-01 02:11,0,60,2023-05-01 03:11,Yes,
150,MF2305036201424,VEH_769,3,D_1401,2023-05-01 07:40,0,60,2023-05-01 08:40,Yes,
151,MF2305036203581,VEH_769,4,D_1432,2023-05-01 10:42,0,60,2023-05-01 11:42,Yes,
152,Null,VEH_1018,1,O_673,2023-05-01 00:00, , ,2023-05-01 00:00,Null,3
153,M18385639,VEH_1018,2,D_364,2023-05-01 02:06,0,60,2023-05-01 03:06,Yes,
154,MF2305026196238,VEH_1018,3,D_1279,2023-05-01 04:53,0,60,2023-05-01 05:53,Yes,
155,Null,VEH_619,1,O_9,2023-05-01 04:54,65.03554760941023, ,2023-05-01 06:00,Null,1
156,M18386998,VEH_619,2,D_293,2023-05-01 07:15,0,60,2023-05-01 08:15,Yes,
157,M18385613,VEH_619,3,D_293,2023-05-01 07:15,0,60,2023-05-01 08:15,Yes,
158,Null,VEH_620,1,O_11,2023-05-01 01:33,266.37015314357365, ,2023-05-01 06:00,Null,1
159,M18385406,VEH_620,2,D_298,2023-05-01 07:28,0,60,2023-05-01 08:28,Yes,
160,M18385405,VEH_620,3,D_298,2023-05-01 07:28,0,60,2023-05-01 08:28,Yes,
161,Null,VEH_47,1,O_45,2023-05-01 03:16,163.2478104001621, ,2023-05-01 06:00,Null,1
162,MF2305306378241,VEH_47,2,D_2568,2023-05-01 08:15,0,60,2023-05-01 09:15,Yes,
163,MF2305306378239,VEH_47,3,D_2568,2023-05-01 08:15,0,60,2023-05-01 09:15,Yes,
164,Null,VEH_48,1,O_50,2023-05-01 02:30,209.57891838664818, ,2023-05-01 06:00,Null,1
165,MF2305116280008,VEH_48,2,D_1370,2023-05-01 07:21,0,60,2023-05-01 08:21,Yes,
166,MF2305116279514,VEH_48,3,D_1370,2023-05-01 07:21,0,60,2023-05-01 08:21,Yes,
167,Null,VEH_622,1,O_770,2023-05-01 05:11,48.241551774691175, ,2023-05-01 06:00,Null,1
168,MF2305306378247,VEH_622,2,D_1282,2023-05-01 08:06,0,60,2023-05-01 09:06,Yes,
169,MF2305306378249,VEH_622,3,D_1282,2023-05-01 08:06,0,60,2023-05-01 09:06,Yes,
170,Null,VEH_624,1,O_323,2023-05-01 03:57,122.6846731871234, ,2023-05-01 06:00,Null,2
171,MF2305026196627,VEH_624,2,D_1282,2023-05-01 08:00,0,60,2023-05-01 09:00,Yes,
172,Null,VEH_325,1,O_376,2023-05-01 05:23,36.463104201987676, ,2023-05-01 06:00,Null,2
173,MF2305026196635,VEH_325,2,D_1282,2023-05-01 07:40,0,60,2023-05-01 08:40,Yes,
174,Null,VEH_172,1,O_179,2023-05-01 04:45,74.72366054812562, ,2023-05-01 06:00,Null,2
175,MF2305056258359,VEH_172,2,D_1595,2023-05-01 08:15,0,60,2023-05-01 09:15,Yes,
176,Null,VEH_926,1,O_326,2023-05-01 03:51,128.83188917747395, ,2023-05-01 06:00,Null,2
177,MF2305126290615,VEH_926,2,D_1595,2023-05-01 07:36,0,60,2023-05-01 08:36,Yes,
178,Null,VEH_401,1,O_673,2023-05-01 05:50,9.817487478979558, ,2023-05-01 06:00,Null,2
179,M18385114,VEH_401,2,D_279,2023-05-01 07:34,0,60,2023-05-01 08:34,Yes,
180,Null,VEH_1019,1,O_673,2023-05-01 06:00,0.0, ,2023-05-01 06:00,Null,2
181,M18385113,VEH_1019,2,D_279,2023-05-01 07:34,0,60,2023-05-01 08:34,Yes,
182,Null,VEH_1020,1,O_673,2023-05-01 06:00,0.0, ,2023-05-01 06:00,Null,2
183,M18385110,VEH_1020,2,D_279,2023-05-01 07:34,0,60,2023-05-01 08:34,Yes,
184,Null,VEH_44,1,O_9,2023-05-01 06:00, , ,2023-05-01 06:00,Null,3
185,M18386900,VEH_44,2,D_293,2023-05-01 07:15,0,60,2023-05-01 08:15,Yes,
186,Null,VEH_43,1,O_9,2023-05-01 06:00, , ,2023-05-01 06:00,Null,3
187,M18387000,VEH_43,2,D_390,2023-05-01 07:00,0,60,2023-05-01 08:00,Yes,
188,Null,VEH_174,1,O_144,2023-05-01 04:29, , ,2023-05-01 06:00,Null,3
189,MF2305166315407,VEH_174,2,D_2152,2023-05-01 08:12,0,60,2023-05-01 09:12,Yes,
190,Null,VEH_316,1,O_144,2023-05-01 06:00, , ,2023-05-01 06:00,Null,3
191,M18385481,VEH_316,2,D_340,2023-05-01 07:59,0,60,2023-05-01 08:59,Yes,
192,Null,VEH_701,1,O_326,2023-05-01 04:24, , ,2023-05-01 06:00,Null,3
193,MF2305126290603,VEH_701,2,D_1764,2023-05-01 07:40,0,60,2023-05-01 08:40,Yes,
194,Null,VEH_614,1,O_326,2023-05-01 06:00, , ,2023-05-01 06:00,Null,3
195,MF2305156308733,VEH_614,2,D_2075,2023-05-01 07:32,0,60,2023-05-01 08:32,Yes,
196,Null,VEH_613,1,O_326,2023-05-01 06:00, , ,2023-05-01 06:00,Null,3
197,MF2305126290604,VEH_613,2,D_2012,2023-05-01 07:25,0,60,2023-05-01 08:25,Yes,
198,Null,VEH_612,1,O_326,2023-05-01 06:00, , ,2023-05-01 06:00,Null,3
199,MF2305126290608,VEH_612,2,D_1638,2023-05-01 07:34,0,60,2023-05-01 08:34,Yes,
200,Null,VEH_696,1,O_376,2023-05-01 06:00, , ,2023-05-01 06:00,Null,3
201,MF2305186334063,VEH_696,2,D_2229,2023-05-01 07:45,0,60,2023-05-01 08:45,Yes,
202,Null,VEH_96,1,O_448,2023-05-01 03:38, , ,2023-05-01 06:00,Null,3
203,MF2305036201425,VEH_96,2,D_1402,2023-05-01 08:20,0,60,2023-05-01 09:20,Yes,
204,Null,VEH_776,1,O_448,2023-05-01 06:00, , ,2023-05-01 06:00,Null,3
205,MF2305036203583,VEH_776,2,D_1433,2023-05-01 07:14,0,60,2023-05-01 08:14,Yes,
206,Null,VEH_1021,1,O_673,2023-05-01 06:00, , ,2023-05-01 06:00,Null,3
207,M18385663,VEH_1021,2,D_298,2023-05-01 08:15,0,60,2023-05-01 09:15,Yes,
208,Null,VEH_1022,1,O_673,2023-05-01 06:00, , ,2023-05-01 06:00,Null,3
209,M18385646,VEH_1022,2,D_368,2023-05-01 07:14,0,60,2023-05-01 08:14,Yes,
210,Null,VEH_625,1,O_326,2023-05-01 06:00,0.0, ,2023-05-01 06:00,Null,4
211,Null,VEH_625,2,O_673,2023-05-01 07:24, , ,2023-05-01 07:24,Null,
212,MF2305126290607,VEH_625,3,D_1631,2023-05-01 10:08,0,60,2023-05-01 11:08,Yes,
213,M18385678,VEH_625,4,D_286,Null,Null,Null,Null,No,
214,Null,VEH_775,1,O_448,2023-05-01 06:00,0.0, ,2023-05-01 06:00,Null,4
215,Null,VEH_775,2,O_144,2023-05-01 07:10, , ,2023-05-01 07:10,Null,
216,M18386265,VEH_775,3,D_362,2023-05-01 10:00,0,60,2023-05-01 11:00,Yes,
217,MF2305036201420,VEH_775,4,D_1396,Null,Null,Null,Null,No,
218,Null,VEH_615,1,O_243,2023-05-01 04:24,95.61294393573928, ,2023-05-01 06:00,Null,4
219,Null,VEH_615,2,O_673,2023-05-01 04:58, , ,2023-05-01 06:33,Null,
220,M18385023,VEH_615,3,D_272,2023-05-01 07:29,0,60,2023-05-01 08:29,Yes,
221,20230501B467723_001,VEH_615,4,D_37,2023-05-01 08:58,0,60,2023-05-01 09:58,Yes,
222,Null,VEH_324,1,O_144,2023-05-01 06:00,0.0, ,2023-05-01 06:00,Null,4
223,Null,VEH_324,2,O_323,2023-05-01 07:31, , ,2023-05-01 07:31,Null,
224,MF2305026192239,VEH_324,3,D_1225,2023-05-01 08:15,0,60,2023-05-01 09:15,Yes,
225,MF2305016190115,VEH_324,4,D_62,Null,Null,Null,Null,No,
226,Null,VEH_774,1,O_448,2023-05-01 06:00,0.0, ,2023-05-01 06:00,Null,4
227,Null,VEH_774,2,O_144,2023-05-01 07:10, , ,2023-05-01 07:10,Null,
228,MF2305036201416,VEH_774,3,D_1397,2023-05-01 10:15,0,60,2023-05-01 11:15,Yes,
229,M18386983,VEH_774,4,D_425,Null,Null,Null,Null,No,
230,Null,VEH_773,1,O_448,2023-05-01 06:00,0.0, ,2023-05-01 06:00,Null,4
231,Null,VEH_773,2,O_673,2023-05-01 08:07, , ,2023-05-01 08:07,Null,
232,MF2305036201412,VEH_773,3,D_1395,2023-05-01 10:41,0,60,2023-05-01 11:41,Yes,
234,Null,VEH_323,1,O_144,2023-05-01 06:00,0.0, ,2023-05-01 06:00,Null,4
235,Null,VEH_323,2,O_448,2023-05-01 07:06, , ,2023-05-01 07:06,Null,
236,MF2305016190059,VEH_323,3,D_90,2023-05-01 10:57,0,60,2023-05-01 11:57,Yes,
238,Null,VEH_548,1,O_349,2023-05-01 03:24,155.13223845719048, ,2023-05-01 06:00,Null,4
239,Null,VEH_548,2,O_352,2023-05-01 04:32, , ,2023-05-01 07:08,Null,
240,M18385557,VEH_548,3,D_337,2023-05-01 10:05,0,60,2023-05-01 11:05,Yes,
242,Null,VEH_698,1,O_11,2023-05-01 04:52,67.80939423223282, ,2023-05-01 06:00,Null,4
243,Null,VEH_698,2,O_243,2023-05-01 05:57, , ,2023-05-01 07:05,Null,
244,20230501B468213_001,VEH_698,3,D_37,2023-05-01 08:15,0,60,2023-05-01 09:15,Yes,
245,M18385400,VEH_698,4,D_286,Null,Null,Null,Null,No,
246,Null,VEH_626,1,O_326,2023-05-01 06:00,0.0, ,2023-05-01 06:00,Null,4
247,Null,VEH_626,2,O_673,2023-05-01 07:24, , ,2023-05-01 07:24,Null,
248,MF2305126290619,VEH_626,3,D_1631,2023-05-01 10:08,0,60,2023-05-01 11:08,Yes,
250,Null,VEH_167,1,O_50,2023-05-01 06:00,0.0, ,2023-05-01 06:00,Null,4
251,Null,VEH_167,2,O_144,2023-05-01 08:12, , ,2023-05-01 08:12,Null,
252,MF2305116280528,VEH_167,3,D_1842,2023-05-01 10:55,0,60,2023-05-01 11:55,Yes,
254,Null,VEH_611,1,O_326,2023-05-01 06:00,0.0, ,2023-05-01 06:00,Null,4
255,Null,VEH_611,2,O_673,2023-05-01 07:24, , ,2023-05-01 07:24,Null,
256,M18386226,VEH_611,3,D_286,2023-05-01 10:03,0,60,2023-05-01 11:03,Yes,
258,Null,VEH_322,1,O_144,2023-05-01 06:00,0.0, ,2023-05-01 06:00,Null,4
259,Null,VEH_322,2,O_50,2023-05-01 08:11, , ,2023-05-01 08:11,Null,
260,M18385437,VEH_322,3,D_314,Null,Null,Null,Null,No,
262,Null,VEH_610,1,O_326,2023-05-01 06:00,0.0, ,2023-05-01 06:00,Null,4
263,Null,VEH_610,2,O_144,2023-05-01 07:31, , ,2023-05-01 07:31,Null,
264,MF2305126290576,VEH_610,3,D_1408,2023-05-01 10:44,0,60,2023-05-01 11:44,Yes,
266,Null,VEH_609,1,O_326,2023-05-01 06:00,0.0, ,2023-05-01 06:00,Null,4
267,Null,VEH_609,2,O_144,2023-05-01 07:31, , ,2023-05-01 07:31,Null,
268,MF2305126290584,VEH_609,3,D_1408,2023-05-01 10:44,0,60,2023-05-01 11:44,Yes,
270,Null,VEH_608,1,O_326,2023-05-01 06:00,0.0, ,2023-05-01 06:00,Null,4
271,Null,VEH_608,2,O_144,2023-05-01 07:31, , ,2023-05-01 07:31,Null,
272,20230501B468351_001,VEH_608,3,D_37,2023-05-01 09:35,0,60,2023-05-01 10:35,Yes,
273,M18385449,VEH_608,4,D_323,Null,Null,Null,Null,No,
274,Null,VEH_399,1,O_352,2023-05-01 03:59,120.21937375543354, ,2023-05-01 06:00,Null,4
275,Null,VEH_399,2,O_144,2023-05-01 05:15, , ,2023-05-01 07:15,Null,
276,MF2305036210375,VEH_399,3,D_1504,2023-05-01 08:28,0,60,2023-05-01 09:28,Yes,
277,M18436677,VEH_399,4,D_1093,Null,Null,Null,Null,No,
278,Null,VEH_97,1,O_11,2023-05-01 06:00,0.0, ,2023-05-01 06:00,Null,4
279,Null,VEH_97,2,O_349,2023-05-01 07:41, , ,2023-05-01 07:41,Null,
280,20230501B468203_001,VEH_97,3,D_37,2023-05-01 09:39,0,60,2023-05-01 10:39,Yes,
281,M18385556,VEH_97,4,D_329,Null,Null,Null,Null,No,
282,Null,VEH_1023,1,O_673,2023-05-01 06:00,0.0, ,2023-05-01 06:00,Null,4
283,Null,VEH_1023,2,O_580,2023-05-01 07:57, , ,2023-05-01 07:57,Null,
284,M18434616,VEH_1023,3,D_359,2023-05-01 10:00,0,60,2023-05-01 11:00,Yes,
286,Null,VEH_397,1,O_179,2023-05-01 06:00,0.0, ,2023-05-01 06:00,Null,4
287,Null,VEH_397,2,O_11,2023-05-01 07:14, , ,2023-05-01 07:14,Null,
288,20230501B468136_001,VEH_397,3,D_37,2023-05-01 07:14,0,60,2023-05-01 08:14,Yes,
289,MF2304286183315,VEH_397,4,D_1182,2023-05-01 09:03,0,60,2023-05-01 10:03,Yes,
290,Null,VEH_1024,1,O_673,2023-05-01 06:00,0.0, ,2023-05-01 06:00,Null,4
291,Null,VEH_1024,2,O_349,2023-05-01 08:20, , ,2023-05-01 08:20,Null,
292,M18386876,VEH_1024,3,D_425,Null,Null,Null,Null,No,
